"","REGION","ADM_RATE","SATVR25","SATVR75","SATMT25","SATMT75","SATWR25","SATWR75","SATVRMID","SATMTMID","SATWRMID","ACTCM25","ACTCM75","ACTEN25","ACTEN75","ACTMT25","ACTMT75","ACTWR25","ACTWR75","ACTCMMID","ACTENMID","ACTMTMID","ACTWRMID","SAT_AVG","PCIP01","PCIP03","PCIP04","PCIP05","PCIP09","PCIP10","PCIP11","PCIP12","PCIP13","PCIP14","PCIP15","PCIP16","PCIP19","PCIP22","PCIP23","PCIP24","PCIP25","PCIP26","PCIP27","PCIP29","PCIP30","PCIP31","PCIP38","PCIP39","PCIP40","PCIP41","PCIP42","PCIP43","PCIP44","PCIP45","PCIP46","PCIP47","PCIP48","PCIP49","PCIP50","PCIP51","PCIP52","PCIP54","NPT4_PUB","NPT41_PUB","NPT42_PUB","NPT43_PUB","NPT44_PUB","NPT45_PUB","NUM4_PUB","NUM41_PUB","NUM42_PUB","NUM43_PUB","NUM44_PUB","NUM45_PUB","COSTT4_A","TUITIONFEE_IN","TUITIONFEE_OUT","AVGFACSAL","PFTFAC","FEMALE","MARRIED","DEPENDENT","VETERAN","FIRST_GEN","C150_4","C150_4_HISP","C150_4_AIAN","C150_4_WHITE","C150_4_BLACK","C150_4_ASIAN","C150_4_NHPI","UGDS","UGDS_WHITE","UGDS_BLACK","UGDS_HISP","UGDS_ASIAN","UGDS_AIAN","UGDS_NHPI","UGDS_2MOR","UGDS_NRA","UGDS_UNKN","PPTUG_EF","NPT4_048_PUB","NPT4_3075_PUB","NPT4_75UP_PUB"
"155","5",424,500,590,490,580,NA,NA,545,535,NA,21,25,21,25,20,25,NA,NA,23,23,23,NA,1076,0,0,0,0,0.0927,0,0.0498,0,0.1157,0,0,0.0107,0,0,0.026,0,0,0.0479,0.0153,0,0.0191,0.0555,0.0014,0,0.0093,0,0.0615,0.0416,0.0254,0.0766,0,0,0,0,0.0394,0.0607,0.2311,0.0205,16392,13686,14483,16975,18793,18981,1933,520,319,377,322,395,21945,5912,15630,6362,0.5656,0.5531241523,0.0775838683,0.7179672665,0.0047020526,0.2980939281,0.4263,0.413,0.2,0.4371,0.4327,0.4384,NA,23058,0.6082,0.1904,0.0755,0.0339,0.0023,0.0016,0.042,0.0186,0.0273,0.2397,13989,15833,18896
"156","3",1370,470,580,470,580,460,560,525,525,510,20,25,19,25,20,25,6,8,23,22,23,7,1050,0,0,0.0207,6e-04,0.0861,0,0.0234,0,0.0972,0.0015,0.0184,0.0078,0.0297,0.0032,0.0274,0.0154,0,0.0416,0.0057,0,0.0023,0.0255,0.0015,0,0.0143,0,0.0574,0.0356,0,0.0274,0,0,0,0.0146,0.0586,0.1818,0.1905,0.0118,18703,14701,16047,19070,20732,21367,2693,512,411,558,460,752,23933,10012,17972,8482,0.8552,0.6240762963,0.0665066633,0.768079328,0.0064422409,0.4114001634,0.5505,0.5306,0.2857,0.564,0.4116,0.6184,NA,22530,0.7504,0.0864,0.03,0.0128,0.0023,6e-04,0.0304,0.0596,0.0274,0.1771,15300,17788,21126
"157","5",307,360,480,375,445,360,458,420,410,409,16,21,14,21,16,19,NA,NA,19,18,18,NA,883,0.0031,0,0,0,0.0498,0,0.0436,0,0.0717,0,0.0031,0,0.0436,0,0.028,0.0997,0,0.0312,0.0031,0,0,0,0,0,0.0062,0,0.1059,0.0841,0.0748,0.0467,0,0,0,0,0.0405,0.2025,0.0623,0,8593,8544,8416,9752,7320,NA,140,94,31,12,3,0,17231,7404,17214,6179,0.8601,0.5929127053,0.0726015557,0.7026793431,NA,0.4208456244,0.1979,0.6667,NA,0.1207,0.2112,NA,NA,1627,0.2532,0.5784,0.0166,0.0049,0.0018,0.0018,0.024,0.0031,0.1162,0.1475,8512,8789,7320
"158","2",1219,440,530,430,530,420,510,485,480,465,17,22,16,21,17,22,NA,NA,20,19,20,NA,960,0,0.0106,0,0.0012,0.0241,0,0.0147,0,0.1621,0,0,0.0029,0,0,0.0893,0.0047,0.0088,0.0276,0.0094,0,0,0.0405,0,0,0.0252,0,0.0945,0.0728,0.0411,0.0652,0,0,0,0,0.1033,0,0.1838,0.0182,19723,14791,15877,19663,22533,23143,1307,266,164,250,307,320,23383,9099,19549,8887,0.9504,0.5545413053,0.0146052031,0.915107257,NA,0.3868433972,0.553,0.5526,0.4444,0.5781,0.3196,0.3478,NA,8516,0.7866,0.0795,0.0729,0.0103,0.0016,0.0018,0.0224,0.0096,0.0151,0.0567,15205,18163,22845
"159","3",1525,410,520,470,540,400,520,465,505,460,19,25,18,25,18,25,NA,NA,22,22,22,NA,1028,0,0.0578,0,0,0.0047,0,0.0219,0,0.0563,0.0438,0.0047,0,0,0,0.0047,0.0469,0,0.0422,0.0031,0,0,0.0531,0,0,0.0313,0,0.0172,0.3188,0.0047,0.0219,0,0,0,0,0.0031,0.1422,0.1125,0.0094,11558,5368,8157,11477,18156,19524,274,88,39,52,55,40,19524,10253,15317,6259,0.8906,0.5294676806,0.0741444867,0.7595057034,NA,0.353421859,0.4571,0,0.2,0.4739,0.5,0,NA,2213,0.7926,0.0127,0.0176,0.0054,0.0863,0,0,0.0714,0.014,0.1342,6224,10054,18732
"160","6",1195,420,530,440,530,NA,NA,475,485,NA,18,23,16,23,17,24,NA,NA,21,20,21,NA,963,0,0.004,0.004,0,0.0387,0,0.0093,0,0,0.0808,0.0127,0.0174,0.022,0,0.0194,0.0694,0,0.026,0.0053,0,0.1769,0.0374,0,0,0.0174,0,0.0227,0.0501,0.0227,0.0127,0,0,0,0,0.034,0.1956,0.1148,0.0067,14319,12412,13242,16719,18566,19226,892,427,187,118,80,80,19692,7659,16362,7587,0.8128,0.6308203991,0.1858093126,0.567405765,0.0031042129,0.4277108434,0.3289,0.4257,0.3333,0.4113,0.2205,0.4091,NA,9043,0.4902,0.2831,0.1306,0.0426,0.0041,0.001,0.0188,0.0154,0.0143,0.2859,12665,14587,18896
"161","5",528,420,510,420,530,400,490,465,475,445,17,22,16,23,17,22,6,8,20,20,20,7,936,0,0.0089,0,0,0,0,0.0125,0,0.1159,0,0,0.0107,0,0,0.0267,0.0749,0,0.0321,0.0071,0,0,0.0998,0,0,0.025,0,0.0731,0.0018,0,0.0677,0,0,0,0,0.0624,0.1283,0.2246,0.0285,13203,10234,12632,14478,16486,16555,373,134,60,79,54,46,21777,10418,19738,5876,0.5294,0.6911871814,0.0145666424,0.9198834669,NA,0.3416342412,0.4495,0.25,0.5,0.4942,0.372,0,NA,2670,0.5861,0.3176,0.0135,0.0154,0.0015,4e-04,0.0202,0.0131,0.0322,0.0558,10976,13681,16517
"162","6",1720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0294,0,0,0,0.0359,0,0.0163,0,0.0719,0,0.0033,0,0.049,0,0.0065,0.0556,0,0.049,0.0098,0,0.0523,0,0,0,0.0131,0,0.0556,0.0784,0,0.0294,0,0,0,0,0,0.2941,0.1503,0,6379,6098,6368,7829,10322,NA,263,193,34,35,1,0,12070,4603,11589,5938,1,0.5879774577,0.048841578,0.7820914214,NA,0.4280469897,0.0371,0,0,0.2,0.0355,NA,NA,2050,0.0634,0.8654,0.0132,0,0.0151,0,0,0.0024,0.0405,0.0976,6138,7109,10322
"163","7",1707,410,510,400,520,NA,NA,460,460,NA,17,22,15,22,16,23,NA,NA,20,19,20,NA,923,0,0,0,0,0.0148,0.0324,0.0472,0,0.0756,0,0.0189,0,0,0.004,0.0135,0.0661,0,0.027,0,0,0.031,0.0351,0,0,0.0027,0,0.0337,0.0256,0.054,0.0148,0,0.0432,0.0108,0,0,0.2186,0.2308,0,12029,10409,10792,13575,15317,15019,263,106,54,55,34,14,16517,8624,19142,5544,0.983,0.6002358491,0.1933962264,0.5530660377,NA,0.4282945736,0.2689,0.1935,0,0.2974,0,0.2222,NA,3168,0.8213,0.0098,0.054,0.0088,0.0205,0.0032,0.0256,0.0354,0.0215,0.2355,10538,12196,15230
"164","4",1720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0466,0.0074,0,0,0.0245,0,0.0515,0,0.1201,0,0.0539,0.0025,0.0343,0,0.0074,0.1029,0,0.0245,0.0147,0,0,0,0,0.0123,0.0074,0,0.0221,0.0662,0.0392,0.027,0,0,0,0,0.0074,0.1814,0.1373,0.0098,10043,9070,9299,11539,10997,13505,308,153,48,46,38,23,15202,6988,13378,5631,0.6595,0.5328813559,0.073220339,0.7498305085,NA,0.427107959,0.2527,0,0,0.4438,0.1593,0,NA,2377,0.3824,0.4922,0.0202,0.0021,0.0029,0,0.0231,0.021,0.056,0.1683,9125,10395,11942
"165","4",1720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0466,0.0074,0,0,0.0245,0,0.0515,0,0.1201,0,0.0539,0.0025,0.0343,0,0.0074,0.1029,0,0.0245,0.0147,0,0,0,0,0.0123,0.0074,0,0.0221,0.0662,0.0392,0.027,0,0,0,0,0.0074,0.1814,0.1373,0.0098,10043,9070,9299,11539,10997,13505,308,153,48,46,38,23,15202,6988,13378,5631,0.6595,0.5328813559,0.073220339,0.7498305085,NA,0.427107959,0.2527,0,0,0.4438,0.1593,0,NA,1576,0.014,0.8103,0.0152,0,0.0025,0,0.014,0.04,0.1041,0.0984,14558,15444,20050
"166","4",1720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0466,0.0074,0,0,0.0245,0,0.0515,0,0.1201,0,0.0539,0.0025,0.0343,0,0.0074,0.1029,0,0.0245,0.0147,0,0,0,0,0.0123,0.0074,0,0.0221,0.0662,0.0392,0.027,0,0,0,0,0.0074,0.1814,0.1373,0.0098,10043,9070,9299,11539,10997,13505,308,153,48,46,38,23,15202,6988,13378,5631,0.6595,0.5328813559,0.073220339,0.7498305085,NA,0.427107959,0.4146,0,1,0.25,0.4097,NA,NA,2377,0.3824,0.4922,0.0202,0.0021,0.0029,0,0.0231,0.021,0.056,0.1683,9125,10395,11942
"167","4",1720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0466,0.0074,0,0,0.0245,0,0.0515,0,0.1201,0,0.0539,0.0025,0.0343,0,0.0074,0.1029,0,0.0245,0.0147,0,0,0,0,0.0123,0.0074,0,0.0221,0.0662,0.0392,0.027,0,0,0,0,0.0074,0.1814,0.1373,0.0098,10043,9070,9299,11539,10997,13505,308,153,48,46,38,23,15202,6988,13378,5631,0.6595,0.5328813559,0.073220339,0.7498305085,NA,0.427107959,0.4146,0,1,0.25,0.4097,NA,NA,1576,0.014,0.8103,0.0152,0,0.0025,0,0.014,0.04,0.1041,0.0984,14558,15444,20050
"168","2",84,383,470,390,470,360,450,427,430,405,16,21,14,20,16,20,NA,NA,19,17,18,NA,862,0,0.0108,0,0,0.0573,0,0.0394,0,0.0143,0,0,0.0072,0,0,0.043,0,0,0.086,0.0072,0,0,0.0036,0.0179,0,0.0287,0,0.0502,0.1254,0.1147,0.129,0,0,0,0,0.0358,0.0753,0.1326,0.0215,15146,14150,15799,14823,20471,18926,108,64,21,12,8,3,23239,10232,15618,7016,1,0.5904977376,0.0169683258,0.8337104072,NA,0.3719346049,0.2527,0,0,0.4438,0.1593,0,NA,2377,0.3824,0.4922,0.0202,0.0021,0.0029,0,0.0231,0.021,0.056,0.1683,9125,10395,11942
"169","2",84,383,470,390,470,360,450,427,430,405,16,21,14,20,16,20,NA,NA,19,17,18,NA,862,0,0.0108,0,0,0.0573,0,0.0394,0,0.0143,0,0,0.0072,0,0,0.043,0,0,0.086,0.0072,0,0,0.0036,0.0179,0,0.0287,0,0.0502,0.1254,0.1147,0.129,0,0,0,0,0.0358,0.0753,0.1326,0.0215,15146,14150,15799,14823,20471,18926,108,64,21,12,8,3,23239,10232,15618,7016,1,0.5904977376,0.0169683258,0.8337104072,NA,0.3719346049,0.2527,0,0,0.4438,0.1593,0,NA,1576,0.014,0.8103,0.0152,0,0.0025,0,0.014,0.04,0.1041,0.0984,14558,15444,20050
"170","2",84,383,470,390,470,360,450,427,430,405,16,21,14,20,16,20,NA,NA,19,17,18,NA,862,0,0.0108,0,0,0.0573,0,0.0394,0,0.0143,0,0,0.0072,0,0,0.043,0,0,0.086,0.0072,0,0,0.0036,0.0179,0,0.0287,0,0.0502,0.1254,0.1147,0.129,0,0,0,0,0.0358,0.0753,0.1326,0.0215,15146,14150,15799,14823,20471,18926,108,64,21,12,8,3,23239,10232,15618,7016,1,0.5904977376,0.0169683258,0.8337104072,NA,0.3719346049,0.4146,0,1,0.25,0.4097,NA,NA,2377,0.3824,0.4922,0.0202,0.0021,0.0029,0,0.0231,0.021,0.056,0.1683,9125,10395,11942
"171","2",84,383,470,390,470,360,450,427,430,405,16,21,14,20,16,20,NA,NA,19,17,18,NA,862,0,0.0108,0,0,0.0573,0,0.0394,0,0.0143,0,0,0.0072,0,0,0.043,0,0,0.086,0.0072,0,0,0.0036,0.0179,0,0.0287,0,0.0502,0.1254,0.1147,0.129,0,0,0,0,0.0358,0.0753,0.1326,0.0215,15146,14150,15799,14823,20471,18926,108,64,21,12,8,3,23239,10232,15618,7016,1,0.5904977376,0.0169683258,0.8337104072,NA,0.3719346049,0.4146,0,1,0.25,0.4097,NA,NA,1576,0.014,0.8103,0.0152,0,0.0025,0,0.014,0.04,0.1041,0.0984,14558,15444,20050
"172","2",1577,420,520,430,530,400,500,470,480,450,17,22,15,22,16,24,NA,NA,20,19,20,NA,947,0,0,0,0,0.0232,0,0.0262,0,0.0806,0,0.0181,0.0081,0,0,0.0242,0.0222,0,0.0242,0.0091,0,0,0.1601,0.002,0,0.0342,0,0.0504,0.1138,0.0363,0.0363,0,0,0,0,0.0171,0.2387,0.0655,0.0101,16651,12470,13054,16953,19842,20671,883,200,137,190,192,164,20824,9276,17726,9758,0.9203,0.5529991783,0.0332785538,0.8861955629,0.0053410025,0.39497307,0.4697,0.2647,0,0.4858,0.4144,0.125,NA,4448,0.8496,0.0877,0.0193,0.0085,0.0022,0,0.0106,0.0047,0.0173,0.0697,12708,15320,20224
"173","5",991,470,550,460,540,NA,NA,510,500,NA,19,23,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,1005,0,0,0,0,0.0581,0,0.0175,0,0,0,0,0.0055,0,0,0.0384,0.1941,0,0.0614,0.0055,0,0,0.0581,0,0,0.0066,0,0.0537,0.0559,0.034,0.0625,0,0,0,0,0.0921,0.0757,0.1239,0.057,18457,11651,14120,18094,21177,22749,654,107,98,120,137,192,23468,11580,25350,7032,1,0.6869918699,0.0133565621,0.9442508711,NA,0.3004265692,0.6616,0.6296,0.6667,0.676,0.4889,0.6154,0.5,4400,0.7777,0.0795,0.0464,0.013,0.0034,9e-04,0.035,0.0086,0.0355,0.0505,12831,16308,22094
"174","5",1123,500,600,510,630,NA,NA,550,570,NA,23,28,23,30,22,27,NA,NA,26,27,25,NA,1161,0.0251,0.0124,0.0171,0,0.074,0,0.0055,0,0.1059,0.1174,0,0.0087,0.007,0,0.0288,0.0087,0,0.0784,0.0109,0,0.0552,0.0362,0.0066,0,0.0149,0,0.0428,0,0,0.0684,0,0,0,0,0.0298,0.0188,0.2042,0.023,11958,5692,9666,13992,15686,15626,2341,601,348,346,370,676,21846,8750,26467,9461,0.9016,0.5643810115,0.0217188954,0.8924914676,NA,0.2918196995,0.6739,0.6667,0.6522,0.6797,0.6009,0.6821,NA,24452,0.7415,0.1145,0.0572,0.0384,0.0027,0.0011,0.0246,0.0175,0.0025,0.0557,7149,11823,15648
"175","5",1720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8044,0.6676,0.8043478261,0.1586956522,0.447826087,NA,0.3966745843,NA,NA,NA,NA,NA,NA,NA,911,0.7398,0.1207,0.0604,0.0681,0.0055,0,0,0.0022,0.0033,0.3161,NA,NA,NA
"176","5",1720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5716,0.8448,NA,0.3636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,0.6,0.2286,0.0286,0.0286,0,0,0,0.0857,0.0286,0,NA,NA,NA
"177","5",443,410,500,440,530,360,480,455,485,420,19,23,19,24,17,22,NA,NA,21,22,20,NA,987,0,0,0,0,0.023,0,0,0,0.0623,0,0,0,0.0131,0,0.0623,0.223,0,0.023,0.023,0,0,0,0,0,0,0,0.0787,0.0525,0,0,0,0,0,0,0,0.2918,0.0984,0.0492,10088,8626,9168,12144,12878,13683,180,78,43,26,23,10,15182,6009,12868,5340,0.5878,0.6999168745,0.1305070657,0.6600166251,NA,0.4506517691,0.2059,0.2,0.3333,0.2046,0.1724,0,NA,2244,0.717,0.1702,0.0468,0.0125,0.0152,0,0.0281,0.0085,0.0018,0.3342,8818,10289,13122
"178","5",1124,NA,NA,460,520,460,550,NA,490,505,20,25,21,26,19,24,NA,NA,23,24,22,NA,1050,0,0,0,0,0.029,0,0.0536,0,0.0781,0,0,0.0022,0,0,0.0268,0.1138,0,0.1317,0.0134,0,0,0,0,0,0.0112,0,0.1027,0.0179,0,0.0335,0,0,0,0,0.0491,0.0625,0.2612,0.0134,7717,6985,6318,9054,10129,10755,190,88,41,30,20,11,15753,6168,6168,6320,0.6782,0.6819595645,0.132192846,0.5489891135,NA,0.4225721785,0.3066,0.2222,0.3333,0.3514,0.2267,0.25,NA,2640,0.5917,0.2258,0.0409,0.0186,0.0064,0.0011,0.0352,0.0223,0.058,0.261,6773,7474,10351
"179","5",735,470,570,500,600,NA,NA,520,550,NA,21,27,21,28,20,26,NA,NA,24,25,23,NA,1104,0.0283,0.021,0.0254,0,0.0167,0,0.0181,0,0.0544,0.1357,0.0377,0.0029,0.0341,0,0.0138,0.1016,0,0.0479,0.0131,0,0,0.037,0,0,0.0131,0,0.0377,0,0,0.0479,0,0,0,0.0269,0.0269,0.09,0.1582,0.0116,9514,6743,7433,10323,12355,11865,671,187,104,140,116,124,17862,8052,22635,7344,0.8294,0.4471235195,0.0393401015,0.877749577,NA,0.321656051,0.5236,0.4828,0.5,0.5519,0.4217,0.7778,NA,7272,0.705,0.1432,0.0122,0.0099,0.0044,0.0014,0.0206,0.0364,0.0668,0.0985,6990,9091,12102
"180","1",1709,410,530,410,530,400,500,470,470,450,15,22,13,21,15,22,NA,NA,19,17,19,NA,937,0,0.0101,0,0,0.0202,0.0657,0.0051,0,0.0859,0,0,0,0,0,0.0101,0.0556,0,0,0,0,0.0202,0.1768,0,0,0.0657,0,0.0455,0.0253,0.096,0.0152,0,0,0,0,0.1313,0.0455,0.1263,0,14469,12736,12443,14396,17794,19125,128,38,32,23,23,12,20369,10700,21764,6190,1,0.4267352185,0.0154241645,0.8971722365,NA,0.3674863388,0.3732,0.2857,0,0.392,0,0.3333,NA,1266,0.8381,0.0371,0.0355,0.0032,0.0095,8e-04,0.0197,0.0063,0.0498,0.0845,12602,13260,18251
"181","1",1187,450,550,470,580,430,530,500,525,480,19,24,17,24,21,25,NA,NA,22,21,23,NA,1024,0,0,0,0,0,0,0,0,0,0.3793,0.1609,0,0,0,0,0,0,0.0805,0,0,0.0057,0,0,0,0,0,0,0,0,0,0,0,0,0.3103,0,0,0.0632,0,20861,17627,20541,20996,22045,22251,181,35,22,35,40,49,23940,12400,24040,NA,0.6374,0.1299790356,NA,0.9077568134,NA,0.2131868132,0.6966,NA,NA,0.6966,NA,NA,NA,1031,0.9486,0.0058,0.0078,0.0068,0.0029,0.0019,0,0,0.0262,0.0126,18751,20820,22158
"182","2",1514,420,520,430,530,400,500,470,480,450,17,23,15,21,17,23,NA,NA,20,18,20,NA,950,0,0,0,0,0.039,0,0.0372,0,0.0621,0,0.0124,0.0053,0,0,0.0816,0,0,0.0514,0.0195,0,0,0,0.0053,0,0.0213,0,0.0869,0.0816,0.0656,0.0762,0,0,0,0,0.1117,0.1223,0.0869,0.0337,16122,11828,12761,16951,19816,20102,456,120,58,117,96,65,20711,9526,19976,9460,0.6359,0.5879828326,0.0321888412,0.856223176,0.0078683834,0.3892773893,0.5308,0.625,0.3333,0.5291,0.4,0.4,NA,2518,0.8169,0.0909,0.033,0.0091,0.0036,8e-04,0.0167,0.0075,0.0214,0.0739,12132,15563,19932
"183","5",1115,430,550,440,550,NA,NA,490,495,NA,19,25,20,25,17,24,NA,NA,22,23,21,NA,1021,0,0.0035,0,6e-04,0.037,0,0.0104,0,0.1093,0.0116,0.0104,0.0069,0.0012,0,0.0289,0.1579,0,0.0428,0.0046,0,0.0093,0.0289,0,0,0.0237,0,0.0532,0.0353,0.015,0.0214,0,0,0,0,0.0289,0.177,0.1712,0.011,9149,6260,7258,10233,13240,13174,1050,392,162,194,201,101,16981,6526,15026,7117,0.7526,0.5759960649,0.0688637482,0.7931628136,0.0024594196,0.4061333333,0.4449,0.3448,0.4,0.4483,0.3293,0.6429,NA,8871,0.8521,0.068,0.02,0.0079,0.0038,0.001,0.025,0.0119,0.0103,0.0923,6552,8879,13218
"184","1",992,490,610,460,580,470,590,550,520,530,22,27,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,1077,0,0,0.0357,0,0,0,0,0,0.0495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055,0,0.9093,0,0,0,22594,17383,18437,22285,24567,24995,156,20,20,27,42,47,25838,11225,29925,9297,0.8409,0.7006896552,NA,0.8703448276,NA,0.237388724,0.7033,0.7059,NA,0.7041,0.5556,0.6,1,1781,0.6536,0.0298,0.0865,0.0719,0.0039,0.0022,0.0146,0.0348,0.1028,0.087,17910,20647,24793
"185","1",970,430,560,430,530,NA,NA,495,480,NA,19,23,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,977,0,0.0348,0,0,0,0,0.0214,0,0.0321,0,0,0,0,0,0.1444,0,0,0.0722,0.016,0,0.0882,0,0.0107,0,0.008,0,0.123,0,0,0.131,0,0,0,0,0.1043,0.0027,0.1738,0.0374,14884,10364,10754,16041,17233,19057,182,50,20,23,49,40,20552,8975,17920,8227,0.5172,0.6498194946,0.0481347774,0.8182912154,NA,0.3591455274,0.5169,0.375,0.25,0.5358,0.381,NA,NA,1517,0.7594,0.0936,0.0725,0.0171,0.004,0,0.029,0,0.0244,0.0995,10476,13582,18053
"186","1",630,470,570,560,620,420,560,520,590,490,20,26,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,1105,0,0.1541,0,0,0,0,0,0,0,0.4086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1362,0,0,0,0,0,0.1649,0,0,0.1362,0,15785,4359,6192,9678,16137,20356,247,19,15,38,49,126,22073,7250,22304,7830,0.6,0.1413210445,NA,0.9585253456,NA,0.2038216561,0.7017,NA,1,0.7029,0.3333,0.75,NA,1395,0.8832,0.0237,0.0287,0.0272,0.0129,7e-04,7e-04,0.005,0.0179,0.0158,5168,8691,19174
"187","4",1720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.007,0,0.014,0,0.3357,0,0,0,0.0629,0,0.007,0.1399,0,0.049,0.014,0,0,0.0559,0,0,0.007,0,0.007,0,0,0.007,0,0,0,0,0,0,0.2937,0,12160,8070,8994,12113,14480,15141,50,9,8,10,9,14,15843,6489,8894,5776,0.9796,0.5009242144,0.1293900185,0.7116451017,NA,0.3453815261,0.4157,0.2,0.3333,0.4225,0.4,0.5,NA,784,0.7577,0.0855,0.0561,0.0013,0.023,0.0064,0.0319,0.037,0.0013,0.1901,8505,10727,14883
"188","5",1073,450,540,470,610,NA,NA,495,540,NA,20,24,20,25,19,24,NA,NA,22,23,22,NA,1030,0.0425,0.0102,0,0,0.0291,0,0.0118,0,0.0716,0.0488,0.0252,0.0063,8e-04,0.0102,0.0142,0.1715,0,0.0165,0.0063,0,0.0039,0.0472,0,0,0.0094,0,0.0386,0.0535,0,0.0386,0,0,0,0,0.0299,0.188,0.1149,0.011,9370,7293,8606,10374,12440,12609,744,301,125,130,111,77,15951,6334,17404,6419,1,0.6557716177,0.0752999586,0.7736863881,0.0045510964,0.4034766697,0.4119,0.3333,0.2857,0.439,0.2948,0.3636,NA,6597,0.7038,0.1851,0.0255,0.0153,0.0062,9e-04,0.0197,0.0426,9e-04,0.1182,7678,9508,12510
"189","5",1720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10256,0.7627,0.680715198,0.1570881226,0.0906768838,0.0127713921,0.1783854167,NA,NA,NA,NA,NA,NA,NA,293,0.744,0.0614,0.0341,0.0444,0.0068,0.0034,0.0205,0,0.0853,0.041,NA,NA,NA
"190","4",1719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.0043,0.0161,0,0.0516,0,0.0221,0,0,0,0,0,0.0269,0.0059,0,0.0242,0.0027,0,0.1458,0,0.0011,0,0,0,0.064,0.1006,0.0737,0.0199,0,0,0,0,0.0075,0.0963,0.3308,0.0065,14270,13445,13295,15399,17418,19052,48,27,8,7,4,2,19052,6642,13227,8156,0.2492,0.5735193231,0.2048936657,0.250171507,0.0109764464,0.3765432099,0.339,0.25,NA,0.45,0.4545,0.2222,NA,7280,0.563,0.1853,0.0486,0.1245,0.0073,0.0011,0.0438,0.0159,0.0104,0.631,13411,14277,17963
"191","7",739,470,590,450,570,NA,NA,530,510,NA,18,23,17,23,17,23,NA,NA,21,20,20,NA,973,0,0.022,0,0.0043,0.033,0,0.0049,0,0.0141,0,0.0193,0.0131,0,0,0.0599,0,0,0.059,0.0141,0,0.0938,0.0437,0.0034,0,0.0156,0,0.0877,0.0685,0.0465,0.041,0,0,0,0.0183,0.0584,0.0623,0.1867,0.0306,10378,8399,8510,10636,13931,14254,923,318,170,194,116,125,14522,6070,18888,7415,1,0.5598949787,0.1207745323,0.5156985013,0.0082047916,0.4078397641,0.2414,0.2108,0.1923,0.2726,0.0909,0.2889,NA,20583,0.5972,0.0605,0.2167,0.0358,0.0065,0.0028,0.0386,0.0051,0.0368,0.391,8437,9643,14099
